Rk,Player,Pos,Squad,Age,Born,Playing Time_MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Matches,-additional_-9999
152,Oussama Benbot,GK,dz Algeria,31-279,1994,1,90.0,90.0,25.0,1.0,1,90.0,1,0,,3,1.0,3.0,3.0,0.0,0.0,1.33,Matches,dcae580c
153,Nadhir Benbouali,FW,dz Algeria,26-091,2000,1,45.0,45.0,12.5,0.5,0,,0,1,45.0,2,3.0,2.0,0.0,2.0,4.0,5.71,Matches,cd25f2b3
154,Gilson Benchimol,FW,cv Cabo Verde,24-200,2001,2,78.0,39.0,20.0,0.9,1,57.0,0,1,21.0,2,0.5,2.0,3.0,-1.0,-1.15,-1.15,Matches,eae26fce
155,Ramy Bensebaini,DF,dz Algeria,31-092,1995,4,360.0,90.0,100.0,4.0,4,90.0,4,0,,0,1.0,5.0,9.0,-4.0,-1.0,,Matches,378825c7
156,Nabil Bentaleb,MF,dz Algeria,31-235,1994,4,285.0,71.0,79.2,3.2,3,80.0,1,1,45.0,0,1.0,5.0,8.0,-3.0,-0.95,0.25,Matches,3189f61a
157,Rodrigo Bentancur,MF,uy Uruguay,29-022,1997,3,270.0,90.0,100.0,3.0,3,90.0,3,0,,0,0.67,3.0,4.0,-1.0,-0.33,,Matches,3b8674e6
158,Patrick Berg,MF,no Norway,28-235,1997,6,445.0,74.0,78.1,4.9,4,98.0,4,2,28.0,0,2.0,9.0,10.0,-1.0,-0.2,-2.36,Matches,e4114f5d
159,Sander Berge,MF,no Norway,28-153,1998,5,480.0,96.0,84.2,5.3,5,96.0,5,0,,1,2.4,12.0,7.0,5.0,0.94,3.94,Matches,d0b6129f
160,Lucas Bergvall,MF,se Sweden,20-165,2006,4,181.0,45.0,50.3,2.0,1,65.0,0,3,39.0,0,1.0,4.0,4.0,0.0,0.0,1.51,Matches,a109e5c8
161,Sebastian Berhalter,MF,us United States,25-068,2001,5,187.0,37.0,41.6,2.1,1,90.0,1,4,24.0,0,1.8,3.0,5.0,-2.0,-0.96,-2.67,Matches,f33ee427
162,Alexander Bernhardsson,MF,se Sweden,27-312,1998,3,217.0,72.0,60.3,2.4,3,72.0,0,0,,1,1.33,5.0,6.0,-1.0,-0.41,0.84,Matches,dea1d183
163,Tyler Bindon,DF,nz New Zealand,21-171,2005,3,97.0,32.0,35.9,1.1,1,90.0,1,2,4.0,0,0.33,1.0,5.0,-4.0,-3.71,-2.67,Matches,3575e5eb
164,César Blackman,MFDF,pa Panama,28-106,1998,2,178.0,89.0,65.9,2.0,2,89.0,0,0,,1,0.0,0.0,1.0,-1.0,-0.51,2.43,Matches,c2b11050
165,Augustine Boakye,FWMF,gh Ghana,25-256,2000,0,,,,,0,,0,0,,4,,,,,,,Matches,59e9edb5
166,Damián Bobadilla,MF,py Paraguay,25-006,2001,4,189.0,47.0,39.4,2.1,2,72.0,0,2,23.0,1,1.25,1.0,4.0,-3.0,-1.43,-1.43,Matches,ad7d6437
167,Oscar Bobb,FW,no Norway,23-005,2003,6,225.0,38.0,39.5,2.5,1,82.0,0,5,29.0,0,2.0,6.0,7.0,-1.0,-0.4,-1.18,Matches,eed2427e
168,Tyrick Bodak,GK,cw Curaçao,24-063,2002,0,,,,,0,,0,0,,3,,,,,,,Matches,502cae35
169,Moïse Bombito,DF,ca Canada,26-109,2000,3,193.0,64.0,42.9,2.1,2,74.0,1,1,45.0,2,2.0,3.0,3.0,0.0,0.0,-1.05,Matches,c2f23fc8
170,Theo Bongonda,FWMF,cd Congo DR,30-239,1995,2,34.0,17.0,9.4,0.4,0,,0,2,17.0,2,1.5,2.0,1.0,1.0,2.65,2.92,Matches,0da6a13e
171,Ange-Yoan Bonny,FW,ci Côte d'Ivoire,22-265,2003,4,234.0,59.0,65.0,2.6,3,66.0,0,1,35.0,0,1.5,4.0,2.0,2.0,0.77,1.48,Matches,64629ba4
172,Christopher Bonsu-Baah,MF,gh Ghana,21-215,2004,0,,,,,0,,0,0,,4,,,,,,,Matches,b636755a
173,Jordy Bos,MFDF,au Australia,23-261,2002,4,308.0,77.0,79.0,3.4,4,77.0,2,0,,0,1.25,2.0,3.0,-1.0,-0.29,-1.39,Matches,8070a9fd
174,Ayyoub Bouaddi,MF,ma Morocco,18-288,2007,5,381.0,76.0,66.8,4.2,5,76.0,2,0,,1,1.6,3.0,3.0,0.0,0.0,-1.9,Matches,8006228f
175,Hicham Boudaoui,MF,dz Algeria,26-297,1999,3,128.0,43.0,35.6,1.4,2,54.0,0,1,20.0,1,1.0,0.0,3.0,-3.0,-2.11,-1.72,Matches,f9d5908e
176,Karim Boudiaf,MF,qa Qatar,35-304,1990,2,102.0,51.0,37.8,1.1,1,71.0,0,1,31.0,1,0.5,2.0,2.0,0.0,0.0,4.29,Matches,a38f33fd
177,Adil Boulbina,FW,dz Algeria,23-076,2003,2,19.0,10.0,5.3,0.2,0,,0,2,10.0,2,0.0,0.0,0.0,0.0,0.0,1.06,Matches,12f7f264
178,Yassine Bounou,GK,ma Morocco,35-103,1991,6,570.0,95.0,100.0,6.3,6,95.0,6,0,,0,1.83,10.0,6.0,4.0,0.63,,Matches,f6798fc3
179,Nawaf Boushal,DF,sa Saudi Arabia,26-304,1999,2,91.0,46.0,33.7,1.0,1,81.0,0,1,10.0,1,1.0,0.0,0.0,0.0,0.0,2.01,Matches,7dc1c2c6
180,Michael Boxall,DF,nz New Zealand,37-333,1988,3,207.0,69.0,76.7,2.3,2,90.0,2,1,27.0,0,0.33,4.0,8.0,-4.0,-1.74,1.12,Matches,6bfa0d3a
181,Chris Brady,GK,us United States,22-136,2004,0,,,,,0,,0,0,,5,,,,,,,Matches,a71768a2
182,Sultan Al-Brake,DF,qa Qatar,30-101,1996,2,141.0,71.0,52.2,1.6,1,90.0,1,1,51.0,1,0.0,1.0,7.0,-6.0,-3.83,-2.43,Matches,fcaa2400
183,Gleison Bremer,DF,br Brazil,29-121,1997,0,,,,,0,,0,0,,5,,,,,,,Matches,5fd5ed86
184,Joshua Brenet,DF,cw Curaçao,32-119,1994,2,179.0,90.0,66.3,2.0,2,90.0,1,0,,1,0.5,0.0,2.0,-2.0,-1.01,4.93,Matches,2b5527c4
185,Brian Brobbey,FW,nl Netherlands,24-166,2002,4,223.0,56.0,57.2,2.5,3,72.0,0,1,6.0,0,2.0,7.0,3.0,4.0,1.61,0.54,Matches,4c184730
186,Dylan Bronn,DF,tn Tunisia,31-028,1995,1,45.0,45.0,16.7,0.5,1,45.0,0,0,,2,0.0,0.0,2.0,-2.0,-4.0,-0.8,Matches,edd81e2a
187,Nathaniel Brown,DF,de Germany,23-031,2003,3,282.0,94.0,72.3,3.1,3,94.0,2,0,,0,2.33,8.0,3.0,5.0,1.6,0.76,Matches,abc79c47
188,Tajon Buchanan,MF,ca Canada,27-159,1999,5,376.0,75.0,83.6,4.2,5,75.0,0,0,,0,1.4,5.0,5.0,0.0,0.0,-3.65,Matches,3aca6420
189,Ante Budimir,FW,hr Croatia,34-360,1991,3,155.0,52.0,43.1,1.7,2,55.0,0,1,45.0,1,2.0,2.0,0.0,2.0,1.16,2.48,Matches,8f3565b3
190,Santiago Bueno,DF,uy Uruguay,27-250,1998,0,,,,,0,,0,0,,3,,,,,,,Matches,edc98fac
191,Song Bum-keun,GK,kr Korea Republic,28-275,1997,0,,,,,0,,0,0,,3,,,,,,,Matches,2455c2d6
192,Firas Al-Buraikan,FW,sa Saudi Arabia,26-064,2000,3,238.0,79.0,88.1,2.6,3,79.0,1,0,,0,0.67,1.0,5.0,-4.0,-1.51,-1.51,Matches,ac717a23
193,Cameron Burgess,DF,au Australia,30-269,1995,2,135.0,68.0,34.6,1.5,2,68.0,1,0,,2,1.5,2.0,2.0,0.0,0.0,0.0,Matches,da61ca98
194,Dan Burn,DF,eng England,34-069,1992,3,35.0,12.0,5.3,0.4,0,,0,3,12.0,4,2.0,0.0,2.0,-2.0,-5.14,-6.29,Matches,b2d31e83
195,Dženis Burnić,MF,ba Bosnia–Herz,28-056,1998,2,16.0,8.0,4.4,0.2,0,,0,2,8.0,2,2.0,0.0,0.0,0.0,0.0,0.78,Matches,0dabaf14
196,Gustavo Caballero,FWMF,py Paraguay,24-299,2001,2,96.0,48.0,20.0,1.1,0,,0,2,48.0,3,0.5,0.0,1.0,-1.0,-0.94,-0.47,Matches,90a38ca7
197,Jovane Cabral,FW,cv Cabo Verde,28-033,1998,2,139.0,70.0,35.6,1.5,2,70.0,0,0,,2,0.5,1.0,1.0,0.0,0.0,0.36,Matches,e34e086c
198,Liberato Cacace,DF,nz New Zealand,25-293,2000,3,220.0,73.0,81.5,2.4,3,73.0,0,0,,0,0.33,3.0,7.0,-4.0,-1.64,1.96,Matches,dd86e8e4
199,Juan Cáceres,DF,py Paraguay,26-046,2000,5,436.0,87.0,90.8,4.8,5,87.0,2,0,,0,1.0,3.0,5.0,-2.0,-0.41,1.63,Matches,db887bdf
200,Sebastián Cáceres,DF,uy Uruguay,26-333,1999,3,270.0,90.0,100.0,3.0,3,90.0,3,0,,0,0.67,3.0,4.0,-1.0,-0.33,,Matches,7091c68e
201,Jordy Caicedo,FW,ec Ecuador,28-241,1997,3,20.0,7.0,5.6,0.2,0,,0,3,7.0,1,1.33,0.0,0.0,0.0,0.0,0.53,Matches,7fcb27d8
202,Moisés Caicedo,MF,ec Ecuador,24-257,2001,4,360.0,90.0,100.0,4.0,4,90.0,4,0,,0,1.0,2.0,4.0,-2.0,-0.5,,Matches,16264a81
203,Uğurcan Çakır,GK,tr Türkiye,30-103,1996,3,270.0,90.0,100.0,3.0,3,90.0,3,0,,0,1.0,3.0,5.0,-2.0,-0.67,,Matches,f63a8347
204,Duje Ćaleta-Car,DF,hr Croatia,29-303,1996,0,,,,,0,,0,0,,4,,,,,,,Matches,94f8d10c
205,Hakan Çalhanoğlu,MF,tr Türkiye,32-159,1994,2,180.0,90.0,66.7,2.0,2,90.0,2,0,,1,0.0,0.0,3.0,-3.0,-1.5,-2.5,Matches,cd0fa27b
206,Lamine Camara,MF,sn Senegal,22-197,2004,4,248.0,62.0,63.6,2.8,3,64.0,0,1,55.0,0,0.75,3.0,7.0,-4.0,-1.45,-4.62,Matches,19c2ffa4
207,Juan Camilo Portilla,MF,co Colombia,27-308,1998,0,,,,,0,,0,0,,5,,,,,,,Matches,ad49f7fb
208,Jaminton Campaz,FWMF,co Colombia,26-054,2000,3,75.0,25.0,15.6,0.8,0,,0,3,25.0,2,2.33,1.0,0.0,1.0,1.2,0.53,Matches,8d5ceef2
209,İrfan Can Kahveci,MF,tr Türkiye,31-002,1995,1,1.0,1.0,0.4,0.0,0,,0,1,1.0,2,3.0,1.0,0.0,1.0,90.0,91.0,Matches,d2800f47
210,José Canale,DF,py Paraguay,29-362,1996,4,161.0,40.0,33.5,1.8,1,120.0,1,3,14.0,1,1.25,1.0,2.0,-1.0,-0.56,0.01,Matches,97d24b73
211,João Cancelo,DF,pt Portugal,32-051,1994,5,312.0,62.0,69.3,3.5,5,62.0,1,0,,0,1.6,4.0,2.0,2.0,0.58,-1.38,Matches,bd6351cd
212,Agustín Canobbio,FW,uy Uruguay,27-289,1998,3,224.0,75.0,83.0,2.5,2,90.0,1,1,45.0,0,0.67,3.0,3.0,0.0,0.0,1.96,Matches,4f5a2f38
213,Jorge Carrascal,FWMF,co Colombia,28-053,1998,0,,,,,0,,0,0,,5,,,,,,,Matches,3f9f0d62
214,Adalberto Carrasquilla,MF,pa Panama,27-231,1998,0,,,,,0,,0,0,,3,,,,,,,Matches,f087912d
215,Casemiro,MF,br Brazil,34-144,1992,5,379.0,76.0,84.2,4.2,5,76.0,2,0,,0,2.0,9.0,4.0,5.0,1.19,-0.08,Matches,4d224fe8
216,Josué Casimir,MF,ht Haiti,24-296,2001,3,182.0,61.0,67.4,2.0,2,76.0,1,1,30.0,0,0.0,2.0,7.0,-5.0,-2.47,-1.45,Matches,481f76cf
217,Timothy Castagne,DF,be Belgium,30-224,1995,6,478.0,80.0,83.9,5.3,5,89.0,4,1,33.0,0,1.83,13.0,7.0,6.0,1.13,0.15,Matches,197640fd
218,Kevin Castaño,MF,co Colombia,25-291,2000,2,16.0,8.0,3.3,0.2,0,,0,2,8.0,3,2.0,1.0,0.0,1.0,5.63,5.04,Matches,c393c3d9
219,Denil Castillo,MF,ec Ecuador,22-115,2004,0,,,,,0,,0,0,,4,,,,,,,Matches,97975540
220,Jens Castrop,MF,kr Korea Republic,22-353,2003,1,45.0,45.0,16.7,0.5,0,,0,1,45.0,2,0.0,0.0,1.0,-1.0,-2.0,-2.0,Matches,03fee7de
221,Zeki Çelik,DF,tr Türkiye,29-150,1997,2,163.0,82.0,60.4,1.8,2,82.0,0,0,,1,1.5,2.0,4.0,-2.0,-1.1,-1.1,Matches,31a62dc7
222,Lukáš Červ,MF,cz Czechia,25-098,2001,2,163.0,82.0,60.4,1.8,2,82.0,0,0,,1,0.5,1.0,2.0,-1.0,-0.55,1.97,Matches,bb4a41bc
223,Fares Chaïbi,MF,dz Algeria,23-231,2002,4,360.0,90.0,100.0,4.0,4,90.0,4,0,,0,1.0,5.0,9.0,-4.0,-1.0,,Matches,357103bd
224,Sipho Chaine,GK,za South Africa,29-215,1996,0,,,,,0,,0,0,,4,,,,,,,Matches,c9f36f66
225,Trevoh Chalobah,DFMF,eng England,27-012,1999,0,,,,,0,,0,0,,6,,,,,,,Matches,5515376c
226,Štěpán Chaloupek,DF,cz Czechia,23-131,2003,1,90.0,90.0,33.3,1.0,1,90.0,1,0,,2,0.0,1.0,2.0,-1.0,-1.0,0.5,Matches,ded82b9a
227,Mouhib Chamakh,GK,tn Tunisia,24-326,2001,1,90.0,90.0,33.3,1.0,1,90.0,1,0,,2,0.0,1.0,5.0,-4.0,-4.0,-1.0,Matches,9627f87b
228,Firas Chaouat,FW,tn Tunisia,30-070,1996,3,49.0,16.0,18.1,0.5,0,,0,3,16.0,0,0.0,0.0,3.0,-3.0,-5.51,-2.66,Matches,7fa8ef98
229,Luis Chávez,MF,mx Mexico,30-183,1996,1,25.0,25.0,5.6,0.3,0,,0,1,25.0,4,3.0,1.0,0.0,1.0,3.6,2.33,Matches,e50949ea
230,Mateo Chávez,DF,mx Mexico,22-066,2004,1,77.0,77.0,17.1,0.9,1,77.0,0,0,,4,3.0,2.0,0.0,2.0,2.34,1.13,Matches,f82246a1
231,Samir Chergui,DF,dz Algeria,27-161,1999,1,20.0,20.0,5.6,0.2,0,,0,1,20.0,3,1.0,1.0,1.0,0.0,0.0,1.06,Matches,4b6ab1da
232,Rayan Cherki,FWMF,fr France,22-334,2003,6,85.0,14.0,13.5,0.9,0,,0,6,14.0,1,2.5,2.0,1.0,1.0,1.06,-0.76,Matches,b34c63a5
233,Rouzbeh Cheshmi,DFMF,ir IR Iran,32-358,1993,0,,,,,0,,0,0,,3,,,,,,,Matches,87c75fb3
234,Raed Chikhaoui,DF,tn Tunisia,22-038,2004,0,,,,,0,,0,0,,3,,,,,,,Matches,e2161158
235,Mathieu Choinière,MF,ca Canada,27-160,1999,1,57.0,57.0,12.7,0.6,1,57.0,0,0,,4,0.0,0.0,2.0,-2.0,-3.16,-4.3,Matches,017459bb
236,Tahith Chong,MF,cw Curaçao,26-225,1999,3,247.0,82.0,91.5,2.7,3,82.0,1,0,,0,0.33,1.0,8.0,-7.0,-2.55,1.36,Matches,2696b6a9
237,Tomáš Chorý,FW,cz Czechia,31-172,1995,2,31.0,16.0,11.5,0.3,0,,0,2,16.0,1,0.0,0.0,3.0,-3.0,-8.71,-8.33,Matches,163bbd4a
238,Ryan Christie,MF,sct Scotland,31-145,1995,3,95.0,32.0,35.2,1.1,1,70.0,0,2,13.0,0,1.0,0.0,1.0,-1.0,-0.95,0.08,Matches,26ce2263
239,Carney Chukwuemeka,MF,at Austria,22-270,2003,3,83.0,28.0,23.1,0.9,0,,0,3,28.0,1,1.0,2.0,3.0,-1.0,-1.08,-0.43,Matches,b2f9c73e
240,Mojmír Chytil,FW,cz Czechia,27-079,1999,1,7.0,7.0,2.6,0.1,0,,0,1,7.0,2,0.0,0.0,0.0,0.0,0.0,1.37,Matches,01a08323
241,Brian Cipenga,MFFW,cd Congo DR,28-128,1998,2,146.0,73.0,40.6,1.6,2,73.0,0,0,,2,1.5,2.0,2.0,0.0,0.0,0.0,Matches,e4787d6f
242,Alessandro Circati,DF,au Australia,22-280,2003,4,390.0,98.0,100.0,4.3,4,98.0,4,0,,0,1.25,3.0,3.0,0.0,0.0,,Matches,1223765c
243,Pathé Ciss,DF,sn Senegal,32-123,1994,4,184.0,46.0,47.2,2.0,1,120.0,1,3,21.0,0,0.75,7.0,4.0,3.0,1.47,2.34,Matches,9a0408b6
244,Livano Comenencia,MF,cw Curaçao,22-164,2004,3,233.0,78.0,86.3,2.6,3,78.0,1,0,,0,0.33,1.0,8.0,-7.0,-2.7,-0.27,Matches,c9d96dc1
245,Eray Cömert,DF,ch Switzerland,28-163,1998,1,31.0,31.0,5.2,0.3,0,,0,1,31.0,5,0.0,0.0,2.0,-2.0,-5.81,-6.76,Matches,15937e17
246,Francisco Conceição,MF,pt Portugal,23-215,2002,4,126.0,32.0,28.0,1.4,0,,0,4,32.0,1,1.75,4.0,1.0,3.0,2.14,1.59,Matches,5ef3d210
247,Jhon Córdoba,FW,co Colombia,33-067,1993,3,99.0,33.0,20.6,1.1,2,33.0,0,1,33.0,2,2.33,1.0,0.0,1.0,0.91,0.2,Matches,9f381d8b
248,José Córdoba,DF,pa Panama,25-133,2001,3,270.0,90.0,100.0,3.0,3,90.0,3,0,,0,0.0,0.0,4.0,-4.0,-1.33,,Matches,bec98750
249,Derek Cornelius,DF,ca Canada,28-234,1997,4,315.0,79.0,70.0,3.5,4,79.0,3,0,,1,1.75,6.0,3.0,3.0,0.86,0.86,Matches,577744b8
250,Diogo Costa,GK,pt Portugal,26-301,1999,5,450.0,90.0,100.0,5.0,5,90.0,5,0,,0,1.6,8.0,3.0,5.0,1.0,,Matches,93fffbcf
251,Logan Costa,DF,cv Cabo Verde,25-107,2001,0,,,,,0,,0,0,,4,,,,,,,Matches,bfb2056e
252,Nuno da Costa,FW,cv Cabo Verde,35-157,1991,4,159.0,40.0,40.8,1.8,1,66.0,0,3,31.0,0,0.75,2.0,1.0,1.0,0.57,1.35,Matches,909222de
253,Samu Costa,MF,pt Portugal,25-232,2000,1,21.0,21.0,4.7,0.2,0,,0,1,21.0,4,1.0,0.0,0.0,0.0,0.0,-1.05,Matches,76c2a023
254,Vladimír Coufal,MFDF,cz Czechia,33-329,1992,3,270.0,90.0,100.0,3.0,3,90.0,3,0,,0,0.33,2.0,6.0,-4.0,-1.33,,Matches,fdf3cb77
255,Thibaut Courtois,GK,be Belgium,34-067,1992,6,550.0,92.0,96.5,6.1,6,92.0,5,0,,0,1.83,14.0,6.0,8.0,1.31,5.81,Matches,1840e36d
256,Maxime Crépeau,GK,ca Canada,32-067,1994,5,450.0,90.0,100.0,5.0,5,90.0,5,0,,0,1.4,9.0,6.0,3.0,0.6,,Matches,ea42e480
257,Max Crocombe,GK,nz New Zealand,32-339,1993,3,270.0,90.0,100.0,3.0,3,90.0,3,0,,0,0.33,4.0,10.0,-6.0,-2.0,,Matches,fdf47077
258,Bradley Cross,DF,za South Africa,25-168,2001,0,,,,,0,,0,0,,4,,,,,,,Matches,9df63a1b
259,Pau Cubarsí,DF,es Spain,19-176,2007,7,630.0,90.0,100.0,7.0,7,90.0,7,0,,0,2.71,13.0,1.0,12.0,1.71,,Matches,cc7888f3
260,Andrés Cubas,MF,py Paraguay,30-056,1996,5,480.0,96.0,100.0,5.3,5,96.0,5,0,,0,1.0,3.0,6.0,-3.0,-0.56,,Matches,9b40a6ea
261,Cucho,FWMF,co Colombia,27-088,1999,2,50.0,25.0,10.4,0.6,0,,0,2,25.0,3,2.0,1.0,0.0,1.0,1.8,1.17,Matches,71b47ab9
262,Marc Cucurella,DF,es Spain,27-360,1998,7,630.0,90.0,100.0,7.0,7,90.0,7,0,,0,2.71,13.0,1.0,12.0,1.71,,Matches,1daec722
263,Matheus Cunha,FW,br Brazil,27-051,1999,5,290.0,58.0,64.4,3.2,4,65.0,0,1,30.0,0,2.0,7.0,1.0,6.0,1.86,1.86,Matches,dc62b55d
264,Findlay Curtis,MF,sct Scotland,19-289,2006,2,9.0,5.0,3.3,0.1,0,,0,2,5.0,1,1.5,0.0,0.0,0.0,0.0,1.03,Matches,e2a68b89
265,Aymen Dahmen,GK,tn Tunisia,29-170,1997,2,180.0,90.0,66.7,2.0,2,90.0,2,0,,1,0.0,1.0,7.0,-6.0,-3.0,1.0,Matches,8bf49030
266,Diogo Dalot,DFMF,pt Portugal,27-121,1999,2,65.0,33.0,14.4,0.7,0,,0,2,33.0,3,0.5,0.0,1.0,-1.0,-1.38,-2.79,Matches,d9565625
